scenario,vol,p1,p2,path,seed,estimator,j,theta_hat,n1,n2
constant_lm_moderate,constant,0.25,0.5,2,853607243,previous_tick_interpolated,1,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,2,853607243,previous_tick_interpolated,2,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,2,853607243,previous_tick_interpolated,3,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,2,853607243,previous_tick_interpolated,4,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,2,853607243,previous_tick_interpolated,5,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,2,853607243,previous_tick_interpolated,6,2.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,2,853607243,previous_tick_interpolated,7,-3.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,2,853607243,previous_tick_interpolated,8,14.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,3,1122187292,HK_HY_non_sync,1,1.0,6075,4087
constant_lm_moderate,constant,0.25,0.5,3,1122187292,HK_HY_non_sync,2,1.0,6075,4087
constant_lm_moderate,constant,0.25,0.5,3,1122187292,HK_HY_non_sync,3,1.0,6075,4087
constant_lm_moderate,constant,0.25,0.5,3,1122187292,HK_HY_non_sync,4,1.0,6075,4087
constant_lm_moderate,constant,0.25,0.5,3,1122187292,HK_HY_non_sync,5,2.0,6075,4087
constant_lm_moderate,constant,0.25,0.5,3,1122187292,HK_HY_non_sync,6,1.0,6075,4087
constant_lm_moderate,constant,0.25,0.5,3,1122187292,HK_HY_non_sync,7,7.0,6075,4087
constant_lm_moderate,constant,0.25,0.5,3,1122187292,HK_HY_non_sync,8,1.0,6075,4087
constant_lm_moderate,constant,0.25,0.5,3,1122187292,previous_tick_interpolated,1,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,3,1122187292,previous_tick_interpolated,2,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,3,1122187292,previous_tick_interpolated,3,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,3,1122187292,previous_tick_interpolated,4,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,3,1122187292,previous_tick_interpolated,5,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,3,1122187292,previous_tick_interpolated,6,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,3,1122187292,previous_tick_interpolated,7,7.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,3,1122187292,previous_tick_interpolated,8,5.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,4,55932169,HK_HY_non_sync,1,1.0,6117,4128
constant_lm_moderate,constant,0.25,0.5,4,55932169,HK_HY_non_sync,2,1.0,6117,4128
constant_lm_moderate,constant,0.25,0.5,4,55932169,HK_HY_non_sync,3,1.0,6117,4128
constant_lm_moderate,constant,0.25,0.5,4,55932169,HK_HY_non_sync,4,1.0,6117,4128
constant_lm_moderate,constant,0.25,0.5,4,55932169,HK_HY_non_sync,5,1.0,6117,4128
constant_lm_moderate,constant,0.25,0.5,4,55932169,HK_HY_non_sync,6,1.0,6117,4128
constant_lm_moderate,constant,0.25,0.5,4,55932169,HK_HY_non_sync,7,2.0,6117,4128
constant_lm_moderate,constant,0.25,0.5,4,55932169,HK_HY_non_sync,8,-10.0,6117,4128
constant_lm_moderate,constant,0.25,0.5,4,55932169,previous_tick_interpolated,1,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,4,55932169,previous_tick_interpolated,2,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,4,55932169,previous_tick_interpolated,3,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,4,55932169,previous_tick_interpolated,4,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,4,55932169,previous_tick_interpolated,5,1.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,4,55932169,previous_tick_interpolated,6,0.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,4,55932169,previous_tick_interpolated,7,-2.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,4,55932169,previous_tick_interpolated,8,-9.0,8193,8193
constant_lm_moderate,constant,0.25,0.5,5,1843986025,HK_HY_non_sync,1,1.0,6174,4136
constant_lm_moderate,constant,0.25,0.5,5,1843986025,HK_HY_non_sync,2,1.0,6174,4136
